TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 6.160179138E+000 3.837571144E+000
 -2.955148816E-001 -1.003156006E-001 6.044462681E+000 3.767283440E+000
 -2.901934385E-001 -1.003156006E-001 5.943261147E+000 3.687671185E+000
 -2.848719656E-001 -1.003156006E-001 5.839417458E+000 3.603823423E+000
 -2.795505226E-001 -1.003156006E-001 5.734208107E+000 3.504329920E+000
 -2.742290497E-001 -1.003156006E-001 5.631735325E+000 3.388149738E+000
 -2.689076066E-001 -1.003156006E-001 5.524463654E+000 3.262887955E+000
 -2.635861337E-001 -1.003156006E-001 5.445040703E+000 3.137797117E+000
 -2.582646906E-001 -1.003156006E-001 5.375651360E+000 2.997392654E+000
 -2.529432178E-001 -1.003156006E-001 5.309648514E+000 2.847322226E+000
 -2.476217598E-001 -1.003156006E-001 5.245171070E+000 2.686868668E+000
 -2.423003018E-001 -1.003156006E-001 5.207144737E+000 2.528790474E+000
 -2.369788438E-001 -1.003156006E-001 5.187371731E+000 2.369662523E+000
 -2.316573858E-001 -1.003156006E-001 5.170686722E+000 2.200027466E+000
 -2.263359278E-001 -1.003156006E-001 5.166765213E+000 2.028076649E+000
 -2.210144699E-001 -1.003156006E-001 5.188676834E+000 1.874019623E+000
 -2.156930119E-001 -1.003156006E-001 5.214236736E+000 1.715031743E+000
 -2.103715539E-001 -1.003156006E-001 5.249168396E+000 1.551205754E+000
 -2.050500959E-001 -1.003156006E-001 5.303226948E+000 1.415932655E+000
 -1.997286379E-001 -1.003156006E-001 5.360816956E+000 1.277612805E+000
 -1.944071800E-001 -1.003156006E-001 5.427192688E+000 1.136878490E+000
 -1.890857220E-001 -1.003156006E-001 5.500380516E+000 1.023497105E+000
 -1.837642640E-001 -1.003156006E-001 5.582154751E+000 9.126273394E-001
 -1.784428060E-001 -1.003156006E-001 5.664341450E+000 8.007367849E-001
 -1.731213480E-001 -1.003156006E-001 5.752987385E+000 7.105826139E-001
 -1.677998900E-001 -1.003156006E-001 5.839254856E+000 6.256126165E-001
 -1.624784321E-001 -1.003156006E-001 5.931335926E+000 5.413115025E-001
 -1.571569741E-001 -1.003156006E-001 6.020386696E+000 4.720652103E-001
 -1.518355161E-001 -1.003156006E-001 6.110793591E+000 4.120993614E-001
 -1.465140581E-001 -1.003156006E-001 6.202424049E+000 3.524814844E-001
 -1.411926001E-001 -1.003156006E-001 6.292465687E+000 2.989879251E-001
 -1.358711421E-001 -1.003156006E-001 6.378062248E+000 2.583864033E-001
 -1.305496842E-001 -1.003156006E-001 6.463658333E+000 2.177848965E-001
 -1.252282262E-001 -1.003156006E-001 6.551665306E+000 1.785036027E-001
 -1.199067682E-001 -1.003156006E-001 6.632232189E+000 1.510864198E-001
 -1.145853102E-001 -1.003156006E-001 6.710978985E+000 1.266736239E-001
 -1.092638522E-001 -1.003156006E-001 6.790998459E+000 1.032347232E-001
 -1.039423943E-001 -1.003156006E-001 6.870023727E+000 8.005013317E-002
 -9.862093627E-002 -1.003156006E-001 6.939859390E+000 6.725452840E-002
 -9.329947084E-002 -1.003156006E-001 7.010755062E+000 5.553158000E-002
 -8.797801286E-002 -1.003156006E-001 7.081651211E+000 4.380864650E-002
 -8.265655488E-002 -1.003156006E-001 7.152088165E+000 3.270483389E-002
 -7.733509690E-002 -1.003156006E-001 7.213842392E+000 2.902047709E-002
 -7.201363891E-002 -1.003156006E-001 7.275569439E+000 2.529808134E-002
 -6.669218093E-002 -1.003156006E-001 7.337296963E+000 2.157568559E-002
 -6.137072667E-002 -1.003156006E-001 7.399639606E+000 1.873262227E-002
 -5.604926869E-002 -1.003156006E-001 7.454690933E+000 2.036238089E-002
 -5.072781071E-002 -1.003156006E-001 7.508091450E+000 2.283097617E-002
 -4.540634900E-002 -1.003156006E-001 7.561314583E+000 2.496805601E-002
 -4.008489102E-002 -1.003156006E-001 7.614926338E+000 2.783177420E-002
 -3.476343304E-002 -1.003156006E-001 7.665925980E+000 3.180650994E-002
 -2.944197692E-002 -1.003156006E-001 7.711462021E+000 3.810528666E-002
 -2.412051894E-002 -1.003156006E-001 7.757074833E+000 4.460146278E-002
 -1.879905909E-002 -1.003156006E-001 7.802790165E+000 5.136203393E-002
 -1.347760204E-002 -1.003156006E-001 7.848397732E+000 5.784491822E-002
 -8.156144060E-003 -1.003156006E-001 7.890007973E+000 6.551643461E-002
 -2.834685380E-003 -1.003156006E-001 7.928634167E+000 7.407513261E-002
 2.486772602E-003 -1.003156006E-001 7.967400074E+000 8.315844089E-002
 7.808230817E-003 -1.003156006E-001 8.006166458E+000 9.224312007E-002
 1.312968880E-002 -1.003156006E-001 8.044817924E+000 1.008938178E-001
 1.845114678E-002 -1.003156006E-001 8.080066681E+000 1.102051064E-001
