TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 5.574300766E+000 4.760238171E+000
 -2.955148816E-001 -1.003156006E-001 5.433815479E+000 4.688179493E+000
 -2.901934385E-001 -1.003156006E-001 5.309486866E+000 4.604172707E+000
 -2.848719656E-001 -1.003156006E-001 5.181766033E+000 4.515509605E+000
 -2.795505226E-001 -1.003156006E-001 5.051202297E+000 4.408975124E+000
 -2.742290497E-001 -1.003156006E-001 4.922430515E+000 4.283042908E+000
 -2.689076066E-001 -1.003156006E-001 4.787389278E+000 4.147098541E+000
 -2.635861337E-001 -1.003156006E-001 4.684169292E+000 4.008654594E+000
 -2.582646906E-001 -1.003156006E-001 4.591022491E+000 3.851609707E+000
 -2.529432178E-001 -1.003156006E-001 4.500867844E+000 3.683127880E+000
 -2.476217598E-001 -1.003156006E-001 4.411498070E+000 3.502554893E+000
 -2.423003018E-001 -1.003156006E-001 4.352644920E+000 3.322437525E+000
 -2.369788438E-001 -1.003156006E-001 4.314623356E+000 3.139494896E+000
 -2.316573858E-001 -1.003156006E-001 4.279155731E+000 2.944154263E+000
 -2.263359278E-001 -1.003156006E-001 4.258228302E+000 2.744923830E+000
 -2.210144699E-001 -1.003156006E-001 4.269220829E+000 2.563820362E+000
 -2.156930119E-001 -1.003156006E-001 4.283975601E+000 2.376683712E+000
 -2.103715539E-001 -1.003156006E-001 4.309144020E+000 2.183070898E+000
 -2.050500959E-001 -1.003156006E-001 4.358665943E+000 2.020583153E+000
 -1.997286379E-001 -1.003156006E-001 4.411972046E+000 1.854238510E+000
 -1.944071800E-001 -1.003156006E-001 4.475164413E+000 1.684289217E+000
 -1.890857220E-001 -1.003156006E-001 4.548810959E+000 1.545261025E+000
 -1.837642640E-001 -1.003156006E-001 4.632534027E+000 1.408403635E+000
 -1.784428060E-001 -1.003156006E-001 4.716630936E+000 1.270354271E+000
 -1.731213480E-001 -1.003156006E-001 4.810195446E+000 1.156632423E+000
 -1.677998900E-001 -1.003156006E-001 4.901518345E+000 1.049089909E+000
 -1.624784321E-001 -1.003156006E-001 4.999599934E+000 9.417219162E-001
 -1.571569741E-001 -1.003156006E-001 5.095661640E+000 8.519088626E-001
 -1.518355161E-001 -1.003156006E-001 5.194173813E+000 7.725901604E-001
 -1.465140581E-001 -1.003156006E-001 5.294123173E+000 6.935470700E-001
 -1.411926001E-001 -1.003156006E-001 5.392861843E+000 6.216934919E-001
 -1.358711421E-001 -1.003156006E-001 5.487796307E+000 5.650771856E-001
 -1.305496842E-001 -1.003156006E-001 5.582731247E+000 5.084608197E-001
 -1.252282262E-001 -1.003156006E-001 5.680562496E+000 4.531176984E-001
 -1.199067682E-001 -1.003156006E-001 5.771089554E+000 4.121247232E-001
 -1.145853102E-001 -1.003156006E-001 5.859841347E+000 3.747553825E-001
 -1.092638522E-001 -1.003156006E-001 5.950153351E+000 3.383629322E-001
 -1.039423943E-001 -1.003156006E-001 6.039357185E+000 3.023640811E-001
 -9.862093627E-002 -1.003156006E-001 6.119180202E+000 2.791764438E-001
 -9.329947084E-002 -1.003156006E-001 6.200337887E+000 2.571041286E-001
 -8.797801286E-002 -1.003156006E-001 6.281495571E+000 2.350318134E-001
 -8.265655488E-002 -1.003156006E-001 6.362188339E+000 2.137214690E-001
 -7.733509690E-002 -1.003156006E-001 6.433685780E+000 2.018499076E-001
 -7.201363891E-002 -1.003156006E-001 6.505149364E+000 1.899374723E-001
 -6.669218093E-002 -1.003156006E-001 6.576613426E+000 1.780250371E-001
 -6.137072667E-002 -1.003156006E-001 6.648865223E+000 1.670638621E-001
 -5.604926869E-002 -1.003156006E-001 6.713210583E+000 1.620349437E-001
 -5.072781071E-002 -1.003156006E-001 6.775750637E+000 1.581484675E-001
 -4.540634900E-002 -1.003156006E-001 6.838055611E+000 1.539022177E-001
 -4.008489102E-002 -1.003156006E-001 6.900876045E+000 1.504448503E-001
 -3.476343304E-002 -1.003156006E-001 6.960854530E+000 1.485325247E-001
 -2.944197692E-002 -1.003156006E-001 7.014888287E+000 1.498527974E-001
 -2.412051894E-002 -1.003156006E-001 7.069031239E+000 1.513872445E-001
 -1.879905909E-002 -1.003156006E-001 7.123321056E+000 1.532090902E-001
 -1.347760204E-002 -1.003156006E-001 7.177456856E+000 1.547292769E-001
 -8.156144060E-003 -1.003156006E-001 7.227216721E+000 1.580504328E-001
 -2.834685380E-003 -1.003156006E-001 7.273711205E+000 1.627154201E-001
 2.486772602E-003 -1.003156006E-001 7.320426941E+000 1.679585725E-001
 7.808230817E-003 -1.003156006E-001 7.367143631E+000 1.732029319E-001
 1.312968880E-002 -1.003156006E-001 7.413676739E+000 1.779693663E-001
 1.845114678E-002 -1.003156006E-001 7.456426144E+000 1.838968545E-001
