TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 6.683478832E+000 2.069238186E+000
 -2.955148816E-001 -1.003156006E-001 6.632365227E+000 1.990435839E+000
 -2.901934385E-001 -1.003156006E-001 6.592847824E+000 1.910553932E+000
 -2.848719656E-001 -1.003156006E-001 6.553315639E+000 1.827161908E+000
 -2.795505226E-001 -1.003156006E-001 6.516459942E+000 1.733747959E+000
 -2.742290497E-001 -1.003156006E-001 6.484985828E+000 1.631287694E+000
 -2.689076066E-001 -1.003156006E-001 6.452885151E+000 1.521496177E+000
 -2.635861337E-001 -1.003156006E-001 6.437428951E+000 1.417322874E+000
 -2.582646906E-001 -1.003156006E-001 6.432376385E+000 1.306697011E+000
 -2.529432178E-001 -1.003156006E-001 6.431380749E+000 1.191266418E+000
 -2.476217598E-001 -1.003156006E-001 6.434038639E+000 1.068978310E+000
 -2.423003018E-001 -1.003156006E-001 6.452225685E+000 9.533007145E-001
 -2.369788438E-001 -1.003156006E-001 6.482901573E+000 8.414806724E-001
 -2.316573858E-001 -1.003156006E-001 6.517933369E+000 7.238442302E-001
 -2.263359278E-001 -1.003156006E-001 6.561221123E+000 6.065997481E-001
 -2.210144699E-001 -1.003156006E-001 6.618270874E+000 5.069494843E-001
 -2.156930119E-001 -1.003156006E-001 6.678833961E+000 4.051095843E-001
 -2.103715539E-001 -1.003156006E-001 6.746358395E+000 3.020291030E-001
 -2.050500959E-001 -1.003156006E-001 6.820940018E+000 2.208476812E-001
 -1.997286379E-001 -1.003156006E-001 6.898350716E+000 1.393552870E-001
 -1.944071800E-001 -1.003156006E-001 6.982479095E+000 5.798731372E-002
 -1.890857220E-001 -1.003156006E-001 7.065766811E+000 -3.943095449E-003
 -1.837642640E-001 -1.003156006E-001 7.154157639E+000 -6.184997037E-002
 -1.784428060E-001 -1.003156006E-001 7.243295193E+000 -1.205290109E-001
 -1.731213480E-001 -1.003156006E-001 7.332447052E+000 -1.630854011E-001
 -1.677998900E-001 -1.003156006E-001 7.419025421E+000 -2.019292265E-001
 -1.624784321E-001 -1.003156006E-001 7.509408951E+000 -2.391922623E-001
 -1.571569741E-001 -1.003156006E-001 7.594639301E+000 -2.668708265E-001
 -1.518355161E-001 -1.003156006E-001 7.678935528E+000 -2.873264551E-001
 -1.465140581E-001 -1.003156006E-001 7.763894081E+000 -3.073764741E-001
 -1.411926001E-001 -1.003156006E-001 7.847064018E+000 -3.234969676E-001
 -1.358711421E-001 -1.003156006E-001 7.923979282E+000 -3.312368393E-001
 -1.305496842E-001 -1.003156006E-001 8.000894547E+000 -3.389767110E-001
 -1.252282262E-001 -1.003156006E-001 8.079382896E+000 -3.452220857E-001
 -1.199067682E-001 -1.003156006E-001 8.150313377E+000 -3.445401788E-001
 -1.145853102E-001 -1.003156006E-001 8.219210625E+000 -3.417897522E-001
 -1.092638522E-001 -1.003156006E-001 8.288895607E+000 -3.380546272E-001
 -1.039423943E-001 -1.003156006E-001 8.357888222E+000 -3.345464468E-001
 -9.862093627E-002 -1.003156006E-001 8.418006897E+000 -3.248997331E-001
 -9.329947084E-002 -1.003156006E-001 8.478690147E+000 -3.143085241E-001
 -8.797801286E-002 -1.003156006E-001 8.539373398E+000 -3.037173152E-001
 -8.265655488E-002 -1.003156006E-001 8.599809647E+000 -2.927818298E-001
 -7.733509690E-002 -1.003156006E-001 8.652029991E+000 -2.777251899E-001
 -7.201363891E-002 -1.003156006E-001 8.704207420E+000 -2.627777457E-001
 -6.669218093E-002 -1.003156006E-001 8.756385803E+000 -2.478303462E-001
 -6.137072667E-002 -1.003156006E-001 8.808882713E+000 -2.320621610E-001
 -5.604926869E-002 -1.003156006E-001 8.855021477E+000 -2.142650187E-001
 -5.072781071E-002 -1.003156006E-001 8.899585724E+000 -1.960393935E-001
 -4.540634900E-002 -1.003156006E-001 8.944063187E+000 -1.781369448E-001
 -4.008489102E-002 -1.003156006E-001 8.988706589E+000 -1.596148014E-001
 -3.476343304E-002 -1.003156006E-001 9.031209946E+000 -1.407145560E-001
 -2.944197692E-002 -1.003156006E-001 9.068832397E+000 -1.209520251E-001
 -2.412051894E-002 -1.003156006E-001 9.106479645E+000 -1.010136455E-001
 -1.879905909E-002 -1.003156006E-001 9.144163132E+000 -8.083034307E-002
 -1.347760204E-002 -1.003156006E-001 9.181807518E+000 -6.091311201E-002
 -8.156144060E-003 -1.003156006E-001 9.216082573E+000 -4.080445692E-002
 -2.834685380E-003 -1.003156006E-001 9.247647285E+000 -2.054182440E-002
 2.486772602E-003 -1.003156006E-001 9.279219627E+000 1.672129292E-004
 7.808230817E-003 -1.003156006E-001 9.310791969E+000 2.088403702E-002
 1.312968880E-002 -1.003156006E-001 9.342357635E+000 4.122455418E-002
