TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 7.097227097E+000 2.256747961E+000
 -2.955148816E-001 -1.003156006E-001 7.022567749E+000 2.190324306E+000
 -2.901934385E-001 -1.003156006E-001 6.960166931E+000 2.119171143E+000
 -2.848719656E-001 -1.003156006E-001 6.896482468E+000 2.044457436E+000
 -2.795505226E-001 -1.003156006E-001 6.834006310E+000 1.957955718E+000
 -2.742290497E-001 -1.003156006E-001 6.775976658E+000 1.859571099E+000
 -2.689076066E-001 -1.003156006E-001 6.715732574E+000 1.753653646E+000
 -2.635861337E-001 -1.003156006E-001 6.675940990E+000 1.651816249E+000
 -2.582646906E-001 -1.003156006E-001 6.645958424E+000 1.540235162E+000
 -2.529432178E-001 -1.003156006E-001 6.619905949E+000 1.422072768E+000
 -2.476217598E-001 -1.003156006E-001 6.596561432E+000 1.296357512E+000
 -2.423003018E-001 -1.003156006E-001 6.592194557E+000 1.176260591E+000
 -2.369788438E-001 -1.003156006E-001 6.601534843E+000 1.058199167E+000
 -2.316573858E-001 -1.003156006E-001 6.614727497E+000 9.328818321E-001
 -2.263359278E-001 -1.003156006E-001 6.637652397E+000 8.076645732E-001
 -2.210144699E-001 -1.003156006E-001 6.677326202E+000 6.996201873E-001
 -2.156930119E-001 -1.003156006E-001 6.720475674E+000 5.884784460E-001
 -2.103715539E-001 -1.003156006E-001 6.771331787E+000 4.751457870E-001
 -2.050500959E-001 -1.003156006E-001 6.832014084E+000 3.858198822E-001
 -1.997286379E-001 -1.003156006E-001 6.895784378E+000 2.948874533E-001
 -1.944071800E-001 -1.003156006E-001 6.966550350E+000 2.034784555E-001
 -1.890857220E-001 -1.003156006E-001 7.038201809E+000 1.334974617E-001
 -1.837642640E-001 -1.003156006E-001 7.115856647E+000 6.684492528E-002
 -1.784428060E-001 -1.003156006E-001 7.194015026E+000 -5.211652024E-004
 -1.731213480E-001 -1.003156006E-001 7.273540974E+000 -5.051812157E-002
 -1.677998900E-001 -1.003156006E-001 7.350453377E+000 -9.693178535E-002
 -1.624784321E-001 -1.003156006E-001 7.431607246E+000 -1.418883055E-001
 -1.571569741E-001 -1.003156006E-001 7.507981300E+000 -1.760895252E-001
 -1.518355161E-001 -1.003156006E-001 7.583824158E+000 -2.030428499E-001
 -1.465140581E-001 -1.003156006E-001 7.660509109E+000 -2.295426875E-001
 -1.411926001E-001 -1.003156006E-001 7.735053539E+000 -2.517623603E-001
 -1.358711421E-001 -1.003156006E-001 7.804052830E+000 -2.651042938E-001
 -1.305496842E-001 -1.003156006E-001 7.873052597E+000 -2.784462571E-001
 -1.252282262E-001 -1.003156006E-001 7.943655014E+000 -2.903882265E-001
 -1.199067682E-001 -1.003156006E-001 8.006698608E+000 -2.947348654E-001
 -1.145853102E-001 -1.003156006E-001 8.067855835E+000 -2.971089482E-001
 -1.092638522E-001 -1.003156006E-001 8.129813194E+000 -2.985350192E-001
 -1.039423943E-001 -1.003156006E-001 8.190990448E+000 -2.999681234E-001
 -9.862093627E-002 -1.003156006E-001 8.243484497E+000 -2.951556742E-001
 -9.329947084E-002 -1.003156006E-001 8.296594620E+000 -2.893567383E-001
 -8.797801286E-002 -1.003156006E-001 8.349703789E+000 -2.835578322E-001
 -8.265655488E-002 -1.003156006E-001 8.402383804E+000 -2.773755789E-001
 -7.733509690E-002 -1.003156006E-001 8.447144508E+000 -2.670776546E-001
 -7.201363891E-002 -1.003156006E-001 8.491888046E+000 -2.568224072E-001
 -6.669218093E-002 -1.003156006E-001 8.536631584E+000 -2.465671450E-001
 -6.137072667E-002 -1.003156006E-001 8.581686020E+000 -2.355297804E-001
 -5.604926869E-002 -1.003156006E-001 8.620386124E+000 -2.223812193E-001
 -5.072781071E-002 -1.003156006E-001 8.657658577E+000 -2.088749558E-001
 -4.540634900E-002 -1.003156006E-001 8.694853783E+000 -1.956584007E-001
 -4.008489102E-002 -1.003156006E-001 8.732214928E+000 -1.818175018E-001
 -3.476343304E-002 -1.003156006E-001 8.767376900E+000 -1.676033735E-001
 -2.944197692E-002 -1.003156006E-001 8.797888756E+000 -1.526001841E-001
 -2.412051894E-002 -1.003156006E-001 8.828423500E+000 -1.374296993E-001
 -1.879905909E-002 -1.003156006E-001 8.858986855E+000 -1.220337823E-001
 -1.347760204E-002 -1.003156006E-001 8.889518738E+000 -1.068755984E-001
 -8.156144060E-003 -1.003156006E-001 8.916728973E+000 -9.157557040E-002
 -2.834685380E-003 -1.003156006E-001 8.941437721E+000 -7.616873085E-002
 2.486772602E-003 -1.003156006E-001 8.966148376E+000 -6.032765284E-002
 7.808230817E-003 -1.003156006E-001 8.990858078E+000 -4.448485002E-002
 1.312968880E-002 -1.003156006E-001 9.015566826E+000 -2.900183201E-002
