TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 4.475481033E+000 6.281182766E+000
 -2.955148816E-001 -1.003156006E-001 4.297429562E+000 6.202352524E+000
 -2.901934385E-001 -1.003156006E-001 4.137913227E+000 6.107937336E+000
 -2.848719656E-001 -1.003156006E-001 3.973950863E+000 6.008098125E+000
 -2.795505226E-001 -1.003156006E-001 3.805033207E+000 5.886875629E+000
 -2.742290497E-001 -1.003156006E-001 3.636640310E+000 5.742132187E+000
 -2.689076066E-001 -1.003156006E-001 3.459794044E+000 5.585749626E+000
 -2.635861337E-001 -1.003156006E-001 3.321512222E+000 5.423963070E+000
 -2.582646906E-001 -1.003156006E-001 3.194087505E+000 5.239120483E+000
 -2.529432178E-001 -1.003156006E-001 3.069327593E+000 5.040371895E+000
 -2.476217598E-001 -1.003156006E-001 2.944504976E+000 4.826993465E+000
 -2.423003018E-001 -1.003156006E-001 2.856108427E+000 4.611388206E+000
 -2.369788438E-001 -1.003156006E-001 2.792347670E+000 4.390491486E+000
 -2.316573858E-001 -1.003156006E-001 2.730427504E+000 4.154561520E+000
 -2.263359278E-001 -1.003156006E-001 2.685408831E+000 3.912391186E+000
 -2.210144699E-001 -1.003156006E-001 2.680184603E+000 3.687855244E+000
 -2.156930119E-001 -1.003156006E-001 2.678809404E+000 3.455591917E+000
 -2.103715539E-001 -1.003156006E-001 2.689172029E+000 3.214236736E+000
 -2.050500959E-001 -1.003156006E-001 2.732990742E+000 3.007946014E+000
 -1.997286379E-001 -1.003156006E-001 2.781002045E+000 2.796649694E+000
 -1.944071800E-001 -1.003156006E-001 2.840713263E+000 2.579776287E+000
 -1.890857220E-001 -1.003156006E-001 2.916905165E+000 2.399389982E+000
 -1.837642640E-001 -1.003156006E-001 3.005753279E+000 2.220598459E+000
 -1.784428060E-001 -1.003156006E-001 3.094950914E+000 2.040263176E+000
 -1.731213480E-001 -1.003156006E-001 3.197927952E+000 1.888471484E+000
 -1.677998900E-001 -1.003156006E-001 3.298742533E+000 1.744514465E+000
 -1.624784321E-001 -1.003156006E-001 3.407751083E+000 1.600052595E+000
 -1.571569741E-001 -1.003156006E-001 3.516296387E+000 1.477170467E+000
 -1.518355161E-001 -1.003156006E-001 3.629022360E+000 1.366888523E+000
 -1.465140581E-001 -1.003156006E-001 3.743501902E+000 1.256795287E+000
 -1.411926001E-001 -1.003156006E-001 3.857430220E+000 1.155467749E+000
 -1.358711421E-001 -1.003156006E-001 3.968530178E+000 1.072961092E+000
 -1.305496842E-001 -1.003156006E-001 4.079630375E+000 9.904543757E-001
 -1.252282262E-001 -1.003156006E-001 4.194374084E+000 9.091253281E-001
 -1.199067682E-001 -1.003156006E-001 4.302063465E+000 8.460811973E-001
 -1.145853102E-001 -1.003156006E-001 4.408056259E+000 7.876834869E-001
 -1.092638522E-001 -1.003156006E-001 4.516071320E+000 7.302780151E-001
 -1.039423943E-001 -1.003156006E-001 4.622788429E+000 6.734654307E-001
 -9.862093627E-002 -1.003156006E-001 4.719718933E+000 6.334503889E-001
 -9.329947084E-002 -1.003156006E-001 4.818408966E+000 5.946163535E-001
 -8.797801286E-002 -1.003156006E-001 4.917098522E+000 5.557823777E-001
 -8.265655488E-002 -1.003156006E-001 5.015344143E+000 5.179210305E-001
 -7.733509690E-002 -1.003156006E-001 5.103652477E+000 4.927324653E-001
 -7.201363891E-002 -1.003156006E-001 5.191907883E+000 4.674932361E-001
 -6.669218093E-002 -1.003156006E-001 5.280163765E+000 4.422540069E-001
 -6.137072667E-002 -1.003156006E-001 5.369506359E+000 4.180616438E-001
 -5.604926869E-002 -1.003156006E-001 5.450112343E+000 4.021035731E-001
 -5.072781071E-002 -1.003156006E-001 5.528681278E+000 3.877862394E-001
 -4.540634900E-002 -1.003156006E-001 5.606912613E+000 3.730628490E-001
 -4.008489102E-002 -1.003156006E-001 5.685878754E+000 3.592226207E-001
 -3.476343304E-002 -1.003156006E-001 5.761623383E+000 3.476596177E-001
 -2.944197692E-002 -1.003156006E-001 5.830593109E+000 3.408856690E-001
 -2.412051894E-002 -1.003156006E-001 5.899725437E+000 3.343568146E-001
 -1.879905909E-002 -1.003156006E-001 5.969076157E+000 3.281578124E-001
 -1.347760204E-002 -1.003156006E-001 6.038197517E+000 3.216119707E-001
 -8.156144060E-003 -1.003156006E-001 6.102283955E+000 3.179095387E-001
 -2.834685380E-003 -1.003156006E-001 6.162597656E+000 3.163381219E-001
 2.486772602E-003 -1.003156006E-001 6.223268032E+000 3.154318631E-001
 7.808230817E-003 -1.003156006E-001 6.283939362E+000 3.145276010E-001
 1.312968880E-002 -1.003156006E-001 6.344315529E+000 3.130728602E-001
 1.845114678E-002 -1.003156006E-001 6.400297642E+000 3.136326969E-001
