TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 3.332117796E+000 5.282389641E+000
 -2.955148816E-001 -1.003156006E-001 3.220921278E+000 5.180007935E+000
 -2.901934385E-001 -1.003156006E-001 3.124782562E+000 5.071048737E+000
 -2.848719656E-001 -1.003156006E-001 3.026852608E+000 4.957594872E+000
 -2.795505226E-001 -1.003156006E-001 2.928926945E+000 4.829361916E+000
 -2.742290497E-001 -1.003156006E-001 2.834785223E+000 4.686106205E+000
 -2.689076066E-001 -1.003156006E-001 2.736675501E+000 4.533784389E+000
 -2.635861337E-001 -1.003156006E-001 2.664409399E+000 4.382922649E+000
 -2.582646906E-001 -1.003156006E-001 2.602713108E+000 4.218181133E+000
 -2.529432178E-001 -1.003156006E-001 2.544471502E+000 4.044598103E+000
 -2.476217598E-001 -1.003156006E-001 2.487945080E+000 3.860788107E+000
 -2.423003018E-001 -1.003156006E-001 2.456102133E+000 3.679006338E+000
 -2.369788438E-001 -1.003156006E-001 2.442034483E+000 3.495902300E+000
 -2.316573858E-001 -1.003156006E-001 2.430811167E+000 3.302533627E+000
 -2.263359278E-001 -1.003156006E-001 2.431679487E+000 3.106153011E+000
 -2.210144699E-001 -1.003156006E-001 2.459459305E+000 2.926314354E+000
 -2.156930119E-001 -1.003156006E-001 2.490712166E+000 2.741434574E+000
 -2.103715539E-001 -1.003156006E-001 2.530938864E+000 2.551147461E+000
 -2.050500959E-001 -1.003156006E-001 2.593001604E+000 2.388031721E+000
 -1.997286379E-001 -1.003156006E-001 2.658609867E+000 2.222039938E+000
 -1.944071800E-001 -1.003156006E-001 2.733260632E+000 2.052706242E+000
 -1.890857220E-001 -1.003156006E-001 2.817007303E+000 1.910982132E+000
 -1.837642640E-001 -1.003156006E-001 2.909864664E+000 1.771392107E+000
 -1.784428060E-001 -1.003156006E-001 3.003153324E+000 1.630555391E+000
 -1.731213480E-001 -1.003156006E-001 3.105623960E+000 1.512001514E+000
 -1.677998900E-001 -1.003156006E-001 3.206324100E+000 1.399490476E+000
 -1.624784321E-001 -1.003156006E-001 3.313230753E+000 1.287037015E+000
 -1.571569741E-001 -1.003156006E-001 3.418721437E+000 1.190904498E+000
 -1.518355161E-001 -1.003156006E-001 3.526967764E+000 1.104755521E+000
 -1.465140581E-001 -1.003156006E-001 3.636501551E+000 1.018802524E+000
 -1.411926001E-001 -1.003156006E-001 3.745437860E+000 9.396229386E-001
 -1.358711421E-001 -1.003156006E-001 3.851094007E+000 8.754080534E-001
 -1.305496842E-001 -1.003156006E-001 3.956750393E+000 8.111931682E-001
 -1.252282262E-001 -1.003156006E-001 4.065340519E+000 7.480857968E-001
 -1.199067682E-001 -1.003156006E-001 4.167562962E+000 6.992638111E-001
 -1.145853102E-001 -1.003156006E-001 4.268227577E+000 6.542442441E-001
 -1.092638522E-001 -1.003156006E-001 4.370522499E+000 6.101103425E-001
 -1.039423943E-001 -1.003156006E-001 4.471736431E+000 5.662994981E-001
 -9.862093627E-002 -1.003156006E-001 4.564378262E+000 5.359877944E-001
 -9.329947084E-002 -1.003156006E-001 4.658411980E+000 5.066793561E-001
 -8.797801286E-002 -1.003156006E-001 4.752445221E+000 4.773708880E-001
 -8.265655488E-002 -1.003156006E-001 4.846175194E+000 4.487975538E-001
 -7.733509690E-002 -1.003156006E-001 4.931254387E+000 4.305885732E-001
 -7.201363891E-002 -1.003156006E-001 5.016263485E+000 4.123085141E-001
 -6.669218093E-002 -1.003156006E-001 5.101272106E+000 3.940284550E-001
 -6.137072667E-002 -1.003156006E-001 5.187184334E+000 3.766604066E-001
 -5.604926869E-002 -1.003156006E-001 5.265576363E+000 3.660049736E-001
 -5.072781071E-002 -1.003156006E-001 5.342165947E+000 3.567577899E-001
 -4.540634900E-002 -1.003156006E-001 5.418464184E+000 3.471466005E-001
 -4.008489102E-002 -1.003156006E-001 5.495368481E+000 3.382930160E-001
 -3.476343304E-002 -1.003156006E-001 5.569521904E+000 3.313041031E-001
 -2.944197692E-002 -1.003156006E-001 5.637730598E+000 3.283439279E-001
 -2.412051894E-002 -1.003156006E-001 5.706078053E+000 3.255994320E-001
 -1.879905909E-002 -1.003156006E-001 5.774613857E+000 3.231482506E-001
 -1.347760204E-002 -1.003156006E-001 5.842949390E+000 3.203849196E-001
 -8.156144060E-003 -1.003156006E-001 5.906909943E+000 3.200202882E-001
 -2.834685380E-003 -1.003156006E-001 5.967510700E+000 3.214977086E-001
 2.486772602E-003 -1.003156006E-001 6.028417110E+000 3.235593140E-001
 7.808230817E-003 -1.003156006E-001 6.089325905E+000 3.256257772E-001
 1.312968880E-002 -1.003156006E-001 6.149980545E+000 3.272053897E-001
 1.845114678E-002 -1.003156006E-001 6.206768990E+000 3.305130005E-001
