TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 5.299281597E+000 3.468556881E+000
 -2.955148816E-001 -1.003156006E-001 5.224230289E+000 3.378133774E+000
 -2.901934385E-001 -1.003156006E-001 5.162725925E+000 3.284565449E+000
 -2.848719656E-001 -1.003156006E-001 5.100621700E+000 3.186892986E+000
 -2.795505226E-001 -1.003156006E-001 5.040039063E+000 3.077069998E+000
 -2.742290497E-001 -1.003156006E-001 4.984221458E+000 2.955777407E+000
 -2.689076066E-001 -1.003156006E-001 4.926356792E+000 2.826108217E+000
 -2.635861337E-001 -1.003156006E-001 4.888938427E+000 2.700196028E+000
 -2.582646906E-001 -1.003156006E-001 4.862496853E+000 2.564797640E+000
 -2.529432178E-001 -1.003156006E-001 4.839945793E+000 2.422983646E+000
 -2.476217598E-001 -1.003156006E-001 4.820405006E+000 2.272528648E+000
 -2.423003018E-001 -1.003156006E-001 4.820148468E+000 2.126771450E+000
 -2.369788438E-001 -1.003156006E-001 4.834975719E+000 1.982968211E+000
 -2.316573858E-001 -1.003156006E-001 4.853654385E+000 1.831473231E+000
 -2.263359278E-001 -1.003156006E-001 4.882078171E+000 1.678784847E+000
 -2.210144699E-001 -1.003156006E-001 4.930354595E+000 1.543612242E+000
 -2.156930119E-001 -1.003156006E-001 4.982261181E+000 1.405112147E+000
 -2.103715539E-001 -1.003156006E-001 5.042037964E+000 1.263659000E+000
 -2.050500959E-001 -1.003156006E-001 5.114894390E+000 1.146195531E+000
 -1.997286379E-001 -1.003156006E-001 5.190976143E+000 1.027661443E+000
 -1.944071800E-001 -1.003156006E-001 5.274914265E+000 9.077299833E-001
 -1.890857220E-001 -1.003156006E-001 5.362394810E+000 8.107985854E-001
 -1.837642640E-001 -1.003156006E-001 5.456820965E+000 7.173262835E-001
 -1.784428060E-001 -1.003156006E-001 5.551925659E+000 6.227810383E-001
 -1.731213480E-001 -1.003156006E-001 5.650974751E+000 5.471192598E-001
 -1.677998900E-001 -1.003156006E-001 5.747887135E+000 4.764015377E-001
 -1.624784321E-001 -1.003156006E-001 5.849686623E+000 4.065894783E-001
 -1.571569741E-001 -1.003156006E-001 5.947823048E+000 3.493760526E-001
 -1.518355161E-001 -1.003156006E-001 6.046683311E+000 3.008789122E-001
 -1.465140581E-001 -1.003156006E-001 6.146439075E+000 2.526952922E-001
 -1.411926001E-001 -1.003156006E-001 6.245059013E+000 2.096615285E-001
 -1.358711421E-001 -1.003156006E-001 6.338448048E+000 1.782080531E-001
 -1.305496842E-001 -1.003156006E-001 6.431836605E+000 1.467545629E-001
 -1.252282262E-001 -1.003156006E-001 6.527464867E+000 1.166638359E-001
 -1.199067682E-001 -1.003156006E-001 6.615929604E+000 9.676901251E-002
 -1.145853102E-001 -1.003156006E-001 6.702524662E+000 7.984504104E-002
 -1.092638522E-001 -1.003156006E-001 6.790306091E+000 6.388761848E-002
 -1.039423943E-001 -1.003156006E-001 6.877205849E+000 4.785413295E-002
 -9.862093627E-002 -1.003156006E-001 6.955171585E+000 4.143879563E-002
 -9.329947084E-002 -1.003156006E-001 7.034051418E+000 3.599546850E-002
 -8.797801286E-002 -1.003156006E-001 7.112930775E+000 3.055214696E-002
 -8.265655488E-002 -1.003156006E-001 7.191604137E+000 2.558563091E-002
 -7.733509690E-002 -1.003156006E-001 7.261701107E+000 2.766026370E-002
 -7.201363891E-002 -1.003156006E-001 7.331721783E+000 2.962099016E-002
 -6.669218093E-002 -1.003156006E-001 7.401741982E+000 3.158171847E-002
 -6.137072667E-002 -1.003156006E-001 7.472354412E+000 3.442183882E-002
 -5.604926869E-002 -1.003156006E-001 7.536052227E+000 4.136350751E-002
 -5.072781071E-002 -1.003156006E-001 7.598023891E+000 4.922718555E-002
 -4.540634900E-002 -1.003156006E-001 7.659808636E+000 5.673610792E-002
 -4.008489102E-002 -1.003156006E-001 7.721954346E+000 6.492873281E-002
 -3.476343304E-002 -1.003156006E-001 7.781695843E+000 7.414727658E-002
 -2.944197692E-002 -1.003156006E-001 7.835976601E+000 8.569587022E-002
 -2.412051894E-002 -1.003156006E-001 7.890334606E+000 9.744098037E-002
 -1.879905909E-002 -1.003156006E-001 7.944800377E+000 1.094589010E-001
 -1.347760204E-002 -1.003156006E-001 7.999149799E+000 1.211806834E-001
 -8.156144060E-003 -1.003156006E-001 8.049690247E+000 1.340891570E-001
 -2.834685380E-003 -1.003156006E-001 8.097175598E+000 1.479492635E-001
 2.486772602E-003 -1.003156006E-001 8.144805908E+000 1.623175591E-001
 7.808230817E-003 -1.003156006E-001 8.192439079E+000 1.766946465E-001
 1.312968880E-002 -1.003156006E-001 8.239950180E+000 1.906434298E-001
 1.845114678E-002 -1.003156006E-001 8.284178734E+000 2.053116113E-001
