TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 5.970788956E+000 4.126620770E+000
 -2.955148816E-001 -1.003156006E-001 5.847054005E+000 4.055735111E+000
 -2.901934385E-001 -1.003156006E-001 5.738412380E+000 3.974721432E+000
 -2.848719656E-001 -1.003156006E-001 5.626889229E+000 3.889331579E+000
 -2.795505226E-001 -1.003156006E-001 5.513547897E+000 3.787581682E+000
 -2.742290497E-001 -1.003156006E-001 5.402670860E+000 3.668287039E+000
 -2.689076066E-001 -1.003156006E-001 5.286541462E+000 3.539597750E+000
 -2.635861337E-001 -1.003156006E-001 5.199529171E+000 3.410335779E+000
 -2.582646906E-001 -1.003156006E-001 5.122596741E+000 3.264792681E+000
 -2.529432178E-001 -1.003156006E-001 5.048944473E+000 3.109060764E+000
 -2.476217598E-001 -1.003156006E-001 4.976610661E+000 2.942428350E+000
 -2.423003018E-001 -1.003156006E-001 4.931944370E+000 2.777609825E+000
 -2.369788438E-001 -1.003156006E-001 4.906296253E+000 2.611221075E+000
 -2.316573858E-001 -1.003156006E-001 4.883578300E+000 2.433764219E+000
 -2.263359278E-001 -1.003156006E-001 4.874145508E+000 2.253494024E+000
 -2.210144699E-001 -1.003156006E-001 4.892337799E+000 2.091063738E+000
 -2.156930119E-001 -1.003156006E-001 4.914185047E+000 1.923342943E+000
 -2.103715539E-001 -1.003156006E-001 4.945696354E+000 1.750226855E+000
 -2.050500959E-001 -1.003156006E-001 4.998044968E+000 1.606410265E+000
 -1.997286379E-001 -1.003156006E-001 5.053990364E+000 1.459311485E+000
 -1.944071800E-001 -1.003156006E-001 5.119074821E+000 1.309383154E+000
 -1.890857220E-001 -1.003156006E-001 5.192095757E+000 1.187930226E+000
 -1.837642640E-001 -1.003156006E-001 5.274169445E+000 1.068880916E+000
 -1.784428060E-001 -1.003156006E-001 5.356646061E+000 9.487717152E-001
 -1.731213480E-001 -1.003156006E-001 5.446623802E+000 8.511543274E-001
 -1.677998900E-001 -1.003156006E-001 5.534281731E+000 7.590407133E-001
 -1.624784321E-001 -1.003156006E-001 5.628045559E+000 6.674300432E-001
 -1.571569741E-001 -1.003156006E-001 5.719107151E+000 5.916739702E-001
 -1.518355161E-001 -1.003156006E-001 5.811880589E+000 5.255893469E-001
 -1.465140581E-001 -1.003156006E-001 5.905944347E+000 4.598292410E-001
 -1.411926001E-001 -1.003156006E-001 5.998540878E+000 4.005309045E-001
 -1.358711421E-001 -1.003156006E-001 6.086888313E+000 3.548702002E-001
 -1.305496842E-001 -1.003156006E-001 6.175235748E+000 3.092094660E-001
 -1.252282262E-001 -1.003156006E-001 6.266147137E+000 2.648528218E-001
 -1.199067682E-001 -1.003156006E-001 6.349687576E+000 2.331347317E-001
 -1.145853102E-001 -1.003156006E-001 6.431428909E+000 2.046149224E-001
 -1.092638522E-001 -1.003156006E-001 6.514535904E+000 1.770669818E-001
 -1.039423943E-001 -1.003156006E-001 6.596613884E+000 1.498175710E-001
 -9.862093627E-002 -1.003156006E-001 6.669449806E+000 1.337441802E-001
 -9.329947084E-002 -1.003156006E-001 6.743430614E+000 1.187617257E-001
 -8.797801286E-002 -1.003156006E-001 6.817410946E+000 1.037792861E-001
 -8.265655488E-002 -1.003156006E-001 6.890928268E+000 8.946301788E-002
 -7.733509690E-002 -1.003156006E-001 6.955555439E+000 8.322305232E-002
 -7.201363891E-002 -1.003156006E-001 7.020153522E+000 7.694369555E-002
 -6.669218093E-002 -1.003156006E-001 7.084751606E+000 7.066433877E-002
 -6.137072667E-002 -1.003156006E-001 7.150015354E+000 6.528966129E-002
 -5.604926869E-002 -1.003156006E-001 7.207811832E+000 6.481831521E-002
 -5.072781071E-002 -1.003156006E-001 7.263911724E+000 6.527580321E-002
 -4.540634900E-002 -1.003156006E-001 7.319816589E+000 6.539385766E-002
 -4.008489102E-002 -1.003156006E-001 7.376149178E+000 6.625565141E-002
 -3.476343304E-002 -1.003156006E-001 7.429804325E+000 6.836028397E-002
 -2.944197692E-002 -1.003156006E-001 7.477853775E+000 7.306609303E-002
 -2.412051894E-002 -1.003156006E-001 7.525989532E+000 7.797440886E-002
 -1.879905909E-002 -1.003156006E-001 7.574241161E+000 8.315438032E-002
 -1.347760204E-002 -1.003156006E-001 7.622371197E+000 8.804911375E-002
 -8.156144060E-003 -1.003156006E-001 7.666385651E+000 9.432655573E-002
 -2.834685380E-003 -1.003156006E-001 7.707327843E+000 1.016360968E-001
 2.486772602E-003 -1.003156006E-001 7.748434544E+000 1.094868705E-001
 7.808230817E-003 -1.003156006E-001 7.789541245E+000 1.173388436E-001
 1.312968880E-002 -1.003156006E-001 7.830512524E+000 1.247434169E-001
 1.845114678E-002 -1.003156006E-001 7.867961407E+000 1.329627335E-001
