TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 5.966568470E+000 2.769394159E+000
 -2.955148816E-001 -1.003156006E-001 5.907222271E+000 2.683395624E+000
 -2.901934385E-001 -1.003156006E-001 5.860285282E+000 2.595577002E+000
 -2.848719656E-001 -1.003156006E-001 5.813142776E+000 2.503993034E+000
 -2.795505226E-001 -1.003156006E-001 5.768293858E+000 2.401525497E+000
 -2.742290497E-001 -1.003156006E-001 5.728650093E+000 2.289050341E+000
 -2.689076066E-001 -1.003156006E-001 5.687847614E+000 2.168769360E+000
 -2.635861337E-001 -1.003156006E-001 5.665066719E+000 2.053325415E+000
 -2.582646906E-001 -1.003156006E-001 5.652859211E+000 1.930196881E+000
 -2.529432178E-001 -1.003156006E-001 5.644611835E+000 1.801617861E+000
 -2.476217598E-001 -1.003156006E-001 5.639725208E+000 1.665433288E+000
 -2.423003018E-001 -1.003156006E-001 5.652072906E+000 1.535059094E+000
 -2.369788438E-001 -1.003156006E-001 5.678142548E+000 1.407723308E+000
 -2.316573858E-001 -1.003156006E-001 5.708357334E+000 1.273765445E+000
 -2.263359278E-001 -1.003156006E-001 5.747451782E+000 1.139492035E+000
 -2.210144699E-001 -1.003156006E-001 5.802974701E+000 1.022764325E+000
 -2.156930119E-001 -1.003156006E-001 5.862060070E+000 9.033426642E-001
 -2.103715539E-001 -1.003156006E-001 5.928480148E+000 7.819039822E-001
 -2.050500959E-001 -1.003156006E-001 6.004688263E+000 6.832713485E-001
 -1.997286379E-001 -1.003156006E-001 6.083905697E+000 5.840104818E-001
 -1.944071800E-001 -1.003156006E-001 6.170359612E+000 4.841704965E-001
 -1.890857220E-001 -1.003156006E-001 6.258022308E+000 4.053926468E-001
 -1.837642640E-001 -1.003156006E-001 6.351634026E+000 3.303878009E-001
 -1.784428060E-001 -1.003156006E-001 6.445966244E+000 2.544664443E-001
 -1.731213480E-001 -1.003156006E-001 6.542165279E+000 1.958888322E-001
 -1.677998900E-001 -1.003156006E-001 6.636012077E+000 1.416059583E-001
 -1.624784321E-001 -1.003156006E-001 6.734169006E+000 8.856824785E-002
 -1.571569741E-001 -1.003156006E-001 6.827923298E+000 4.651905224E-002
 -1.518355161E-001 -1.003156006E-001 6.921566486E+000 1.239698846E-002
 -1.465140581E-001 -1.003156006E-001 7.015980244E+000 -2.136706188E-002
 -1.411926001E-001 -1.003156006E-001 7.108935356E+000 -5.058909208E-002
 -1.358711421E-001 -1.003156006E-001 7.196115017E+000 -6.981012970E-002
 -1.305496842E-001 -1.003156006E-001 7.283294678E+000 -8.903116733E-002
 -1.252282262E-001 -1.003156006E-001 7.372363567E+000 -1.068190560E-001
 -1.199067682E-001 -1.003156006E-001 7.454081059E+000 -1.160709932E-001
 -1.145853102E-001 -1.003156006E-001 7.533846378E+000 -1.228016615E-001
 -1.092638522E-001 -1.003156006E-001 7.614593983E+000 -1.285610497E-001
 -1.039423943E-001 -1.003156006E-001 7.694561005E+000 -1.344800442E-001
 -9.862093627E-002 -1.003156006E-001 7.765692711E+000 -1.325858235E-001
 -9.329947084E-002 -1.003156006E-001 7.837567329E+000 -1.297412068E-001
 -8.797801286E-002 -1.003156006E-001 7.909441948E+000 -1.268965900E-001
 -8.265655488E-002 -1.003156006E-001 7.981098652E+000 -1.236445159E-001
 -7.733509690E-002 -1.003156006E-001 8.044388771E+000 -1.148072109E-001
 -7.201363891E-002 -1.003156006E-001 8.107618332E+000 -1.060830355E-001
 -6.669218093E-002 -1.003156006E-001 8.170846939E+000 -9.735885262E-002
 -6.137072667E-002 -1.003156006E-001 8.234534264E+000 -8.778771013E-002
 -5.604926869E-002 -1.003156006E-001 8.291619301E+000 -7.512044162E-002
 -5.072781071E-002 -1.003156006E-001 8.347058296E+000 -6.176609918E-002
 -4.540634900E-002 -1.003156006E-001 8.402358055E+000 -4.874959588E-002
 -4.008489102E-002 -1.003156006E-001 8.457923889E+000 -3.508580476E-002
 -3.476343304E-002 -1.003156006E-001 8.511230469E+000 -2.069871873E-002
 -2.944197692E-002 -1.003156006E-001 8.559381485E+000 -4.661820829E-003
 -2.412051894E-002 -1.003156006E-001 8.607585907E+000 1.156120002E-002
 -1.879905909E-002 -1.003156006E-001 8.655865669E+000 2.804324776E-002
 -1.347760204E-002 -1.003156006E-001 8.704063416E+000 4.424375668E-002
 -8.156144060E-003 -1.003156006E-001 8.748674393E+000 6.115449592E-002
 -2.834685380E-003 -1.003156006E-001 8.790400505E+000 7.863667607E-002
 2.486772602E-003 -1.003156006E-001 8.832205772E+000 9.659478068E-002
 7.808230817E-003 -1.003156006E-001 8.874011993E+000 1.145612597E-001
 1.312968880E-002 -1.003156006E-001 8.915751457E+000 1.321265399E-001
