TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 6.694806099E+000 2.945170403E+000
 -2.955148816E-001 -1.003156006E-001 6.601941109E+000 2.877304554E+000
 -2.901934385E-001 -1.003156006E-001 6.522319794E+000 2.802699566E+000
 -2.848719656E-001 -1.003156006E-001 6.440799713E+000 2.724243879E+000
 -2.795505226E-001 -1.003156006E-001 6.359294891E+000 2.632331371E+000
 -2.742290497E-001 -1.003156006E-001 6.281404972E+000 2.526445627E+000
 -2.689076066E-001 -1.003156006E-001 6.200126648E+000 2.412365675E+000
 -2.635861337E-001 -1.003156006E-001 6.142814636E+000 2.300507545E+000
 -2.582646906E-001 -1.003156006E-001 6.095502853E+000 2.176403284E+000
 -2.529432178E-001 -1.003156006E-001 6.051901817E+000 2.044356823E+000
 -2.476217598E-001 -1.003156006E-001 6.010503769E+000 1.903503776E+000
 -2.423003018E-001 -1.003156006E-001 5.991118908E+000 1.766913414E+000
 -2.369788438E-001 -1.003156006E-001 5.987244606E+000 1.631024122E+000
 -2.316573858E-001 -1.003156006E-001 5.986863136E+000 1.486455917E+000
 -2.263359278E-001 -1.003156006E-001 5.997531414E+000 1.340921402E+000
 -2.210144699E-001 -1.003156006E-001 6.029196739E+000 1.212793946E+000
 -2.156930119E-001 -1.003156006E-001 6.064403534E+000 1.080773592E+000
 -2.103715539E-001 -1.003156006E-001 6.108016968E+000 9.454015493E-001
 -2.050500959E-001 -1.003156006E-001 6.165527344E+000 8.359727263E-001
 -1.997286379E-001 -1.003156006E-001 6.226338387E+000 7.242519855E-001
 -1.944071800E-001 -1.003156006E-001 6.294935226E+000 6.111876369E-001
 -1.890857220E-001 -1.003156006E-001 6.367023945E+000 5.221731663E-001
 -1.837642640E-001 -1.003156006E-001 6.446241856E+000 4.361439347E-001
 -1.784428060E-001 -1.003156006E-001 6.525920391E+000 3.492715657E-001
 -1.731213480E-001 -1.003156006E-001 6.609271049E+000 2.816433609E-001
 -1.677998900E-001 -1.003156006E-001 6.690108776E+000 2.182942778E-001
 -1.624784321E-001 -1.003156006E-001 6.775902271E+000 1.560395509E-001
 -1.571569741E-001 -1.003156006E-001 6.857692719E+000 1.064373180E-001
 -1.518355161E-001 -1.003156006E-001 6.939790726E+000 6.498391926E-002
 -1.465140581E-001 -1.003156006E-001 7.022899151E+000 2.394155227E-002
 -1.411926001E-001 -1.003156006E-001 7.104070187E+000 -1.197091490E-002
 -1.358711421E-001 -1.003156006E-001 7.180109978E+000 -3.715419024E-002
 -1.305496842E-001 -1.003156006E-001 7.256149769E+000 -6.233746186E-002
 -1.252282262E-001 -1.003156006E-001 7.334133625E+000 -8.614598215E-002
 -1.199067682E-001 -1.003156006E-001 7.404609680E+000 -1.005235016E-001
 -1.145853102E-001 -1.003156006E-001 7.473232746E+000 -1.124877408E-001
 -1.092638522E-001 -1.003156006E-001 7.542864799E+000 -1.235011369E-001
 -1.039423943E-001 -1.003156006E-001 7.611623764E+000 -1.344082355E-001
 -9.862093627E-002 -1.003156006E-001 7.671547413E+000 -1.373288333E-001
 -9.329947084E-002 -1.003156006E-001 7.732284546E+000 -1.392270327E-001
 -8.797801286E-002 -1.003156006E-001 7.793021679E+000 -1.411252171E-001
 -8.265655488E-002 -1.003156006E-001 7.853314877E+000 -1.425379813E-001
 -7.733509690E-002 -1.003156006E-001 7.905350208E+000 -1.383935064E-001
 -7.201363891E-002 -1.003156006E-001 7.957364559E+000 -1.342891753E-001
 -6.669218093E-002 -1.003156006E-001 8.009378433E+000 -1.301848590E-001
 -6.137072667E-002 -1.003156006E-001 8.061833382E+000 -1.252531409E-001
 -5.604926869E-002 -1.003156006E-001 8.107508659E+000 -1.171783507E-001
 -5.072781071E-002 -1.003156006E-001 8.151659012E+000 -1.085352898E-001
 -4.540634900E-002 -1.003156006E-001 8.195688248E+000 -1.001996323E-001
 -4.008489102E-002 -1.003156006E-001 8.239978790E+000 -9.119542688E-002
 -3.476343304E-002 -1.003156006E-001 8.281893730E+000 -8.150073141E-002
 -2.944197692E-002 -1.003156006E-001 8.318817139E+000 -7.035423815E-002
 -2.412051894E-002 -1.003156006E-001 8.355785370E+000 -5.902805924E-002
 -1.879905909E-002 -1.003156006E-001 8.392816544E+000 -4.746036604E-002
 -1.347760204E-002 -1.003156006E-001 8.429782867E+000 -3.614675254E-002
 -8.156144060E-003 -1.003156006E-001 8.463141441E+000 -2.423497289E-002
 -2.834685380E-003 -1.003156006E-001 8.493798256E+000 -1.187499519E-002
 2.486772602E-003 -1.003156006E-001 8.524518013E+000 9.584138752E-004
 7.808230817E-003 -1.003156006E-001 8.555237770E+000 1.379322726E-002
 1.312968880E-002 -1.003156006E-001 8.585905075E+000 2.623627894E-002
