TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 4.833549500E+000 4.056028843E+000
 -2.955148816E-001 -1.003156006E-001 4.743484497E+000 3.963155270E+000
 -2.901934385E-001 -1.003156006E-001 4.667836666E+000 3.865780354E+000
 -2.848719656E-001 -1.003156006E-001 4.591175079E+000 3.763972044E+000
 -2.795505226E-001 -1.003156006E-001 4.515173435E+000 3.648718834E+000
 -2.742290497E-001 -1.003156006E-001 4.443407536E+000 3.520458221E+000
 -2.689076066E-001 -1.003156006E-001 4.368733406E+000 3.383164883E+000
 -2.635861337E-001 -1.003156006E-001 4.316949368E+000 3.248289347E+000
 -2.582646906E-001 -1.003156006E-001 4.276350498E+000 3.102133751E+000
 -2.529432178E-001 -1.003156006E-001 4.239405632E+000 2.948647261E+000
 -2.476217598E-001 -1.003156006E-001 4.204956532E+000 2.785515308E+000
 -2.423003018E-001 -1.003156006E-001 4.192344666E+000 2.626150131E+000
 -2.369788438E-001 -1.003156006E-001 4.196750164E+000 2.467738390E+000
 -2.316573858E-001 -1.003156006E-001 4.204853535E+000 2.300578356E+000
 -2.263359278E-001 -1.003156006E-001 4.223551273E+000 2.131377459E+000
 -2.210144699E-001 -1.003156006E-001 4.264862537E+000 1.979892492E+000
 -2.156930119E-001 -1.003156006E-001 4.309859276E+000 1.824476600E+000
 -2.103715539E-001 -1.003156006E-001 4.363196373E+000 1.665235519E+000
 -2.050500959E-001 -1.003156006E-001 4.432738781E+000 1.531340837E+000
 -1.997286379E-001 -1.003156006E-001 4.505743980E+000 1.396008611E+000
 -1.944071800E-001 -1.003156006E-001 4.587191105E+000 1.258607864E+000
 -1.890857220E-001 -1.003156006E-001 4.674210072E+000 1.145994186E+000
 -1.837642640E-001 -1.003156006E-001 4.769061089E+000 1.036611795E+000
 -1.784428060E-001 -1.003156006E-001 4.864561558E+000 9.260227084E-001
 -1.731213480E-001 -1.003156006E-001 4.965725422E+000 8.356917500E-001
 -1.677998900E-001 -1.003156006E-001 5.064912319E+000 7.508771420E-001
 -1.624784321E-001 -1.003156006E-001 5.169502735E+000 6.666856408E-001
 -1.571569741E-001 -1.003156006E-001 5.271051407E+000 5.965126753E-001
 -1.518355161E-001 -1.003156006E-001 5.374046803E+000 5.357663631E-001
 -1.465140581E-001 -1.003156006E-001 5.478049755E+000 4.752971530E-001
 -1.411926001E-001 -1.003156006E-001 5.581171989E+000 4.205347598E-001
 -1.358711421E-001 -1.003156006E-001 5.679469585E+000 3.787628114E-001
 -1.305496842E-001 -1.003156006E-001 5.777766705E+000 3.369908333E-001
 -1.252282262E-001 -1.003156006E-001 5.878603458E+000 2.965395153E-001
 -1.199067682E-001 -1.003156006E-001 5.972382069E+000 2.677421570E-001
 -1.145853102E-001 -1.003156006E-001 6.064345360E+000 2.423074991E-001
 -1.092638522E-001 -1.003156006E-001 6.157671928E+000 2.178357095E-001
 -1.039423943E-001 -1.003156006E-001 6.250031948E+000 1.933545619E-001
 -9.862093627E-002 -1.003156006E-001 6.333403587E+000 1.799453348E-001
 -9.329947084E-002 -1.003156006E-001 6.417849064E+000 1.675285548E-001
 -8.797801286E-002 -1.003156006E-001 6.502294540E+000 1.551117748E-001
 -8.265655488E-002 -1.003156006E-001 6.586538792E+000 1.432349980E-001
 -7.733509690E-002 -1.003156006E-001 6.661949158E+000 1.396368891E-001
 -7.201363891E-002 -1.003156006E-001 6.737270832E+000 1.359226704E-001
 -6.669218093E-002 -1.003156006E-001 6.812592030E+000 1.322084516E-001
 -6.137072667E-002 -1.003156006E-001 6.888619423E+000 1.294113696E-001
 -5.604926869E-002 -1.003156006E-001 6.957385540E+000 1.316185296E-001
 -5.072781071E-002 -1.003156006E-001 7.024338722E+000 1.349564642E-001
 -4.540634900E-002 -1.003156006E-001 7.091063976E+000 1.379229277E-001
 -4.008489102E-002 -1.003156006E-001 7.158231258E+000 1.416086257E-001
 -3.476343304E-002 -1.003156006E-001 7.222852230E+000 1.465878487E-001
 -2.944197692E-002 -1.003156006E-001 7.281705856E+000 1.544968337E-001
 -2.412051894E-002 -1.003156006E-001 7.340659142E+000 1.626142710E-001
 -1.879905909E-002 -1.003156006E-001 7.399749756E+000 1.710209697E-001
 -1.347760204E-002 -1.003156006E-001 7.458691597E+000 1.791140586E-001
 -8.156144060E-003 -1.003156006E-001 7.513552666E+000 1.887461990E-001
 -2.834685380E-003 -1.003156006E-001 7.565150738E+000 1.996092349E-001
 2.486772602E-003 -1.003156006E-001 7.616939545E+000 2.110175192E-001
 7.808230817E-003 -1.003156006E-001 7.668731689E+000 2.224347144E-001
 1.312968880E-002 -1.003156006E-001 7.720363140E+000 2.333929688E-001
 1.845114678E-002 -1.003156006E-001 7.768464088E+000 2.453311235E-001
