TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 7.966443062E+000 6.999778152E-001
 -2.955148816E-001 -1.003156006E-001 7.936279297E+000 6.344830394E-001
 -2.901934385E-001 -1.003156006E-001 7.915966511E+000 5.694602728E-001
 -2.848719656E-001 -1.003156006E-001 7.895980358E+000 5.015785098E-001
 -2.795505226E-001 -1.003156006E-001 7.879897118E+000 4.258157313E-001
 -2.742290497E-001 -1.003156006E-001 7.869882584E+000 3.432371616E-001
 -2.689076066E-001 -1.003156006E-001 7.860492229E+000 2.545938492E-001
 -2.635861337E-001 -1.003156006E-001 7.864085674E+000 1.738364995E-001
 -2.582646906E-001 -1.003156006E-001 7.877335072E+000 8.930692077E-002
 -2.529432178E-001 -1.003156006E-001 7.894926548E+000 1.405735966E-003
 -2.476217598E-001 -1.003156006E-001 7.916664124E+000 -9.131713212E-002
 -2.423003018E-001 -1.003156006E-001 7.950114727E+000 -1.753451824E-001
 -2.369788438E-001 -1.003156006E-001 7.992957115E+000 -2.539414763E-001
 -2.316573858E-001 -1.003156006E-001 8.040542603E+000 -3.365312517E-001
 -2.263359278E-001 -1.003156006E-001 8.094887733E+000 -4.167980254E-001
 -2.210144699E-001 -1.003156006E-001 8.156735420E+000 -4.798478484E-001
 -2.156930119E-001 -1.003156006E-001 8.221911430E+000 -5.440151691E-001
 -2.103715539E-001 -1.003156006E-001 8.293070793E+000 -6.076607704E-001
 -2.050500959E-001 -1.003156006E-001 8.364972115E+000 -6.517469883E-001
 -1.997286379E-001 -1.003156006E-001 8.439383507E+000 -6.957604885E-001
 -1.944071800E-001 -1.003156006E-001 8.519082069E+000 -7.381947041E-001
 -1.890857220E-001 -1.003156006E-001 8.593664169E+000 -7.650731206E-001
 -1.837642640E-001 -1.003156006E-001 8.671537399E+000 -7.877004743E-001
 -1.784428060E-001 -1.003156006E-001 8.750106812E+000 -8.107492924E-001
 -1.731213480E-001 -1.003156006E-001 8.824968338E+000 -8.208649158E-001
 -1.677998900E-001 -1.003156006E-001 8.896922112E+000 -8.288222551E-001
 -1.624784321E-001 -1.003156006E-001 8.971574783E+000 -8.345903754E-001
 -1.571569741E-001 -1.003156006E-001 9.039791107E+000 -8.338622451E-001
 -1.518355161E-001 -1.003156006E-001 9.105566025E+000 -8.277363777E-001
 -1.465140581E-001 -1.003156006E-001 9.171801567E+000 -8.210887313E-001
 -1.411926001E-001 -1.003156006E-001 9.235460281E+000 -8.117896914E-001
 -1.358711421E-001 -1.003156006E-001 9.292230606E+000 -7.973755598E-001
 -1.305496842E-001 -1.003156006E-001 9.349000931E+000 -7.829613686E-001
 -1.252282262E-001 -1.003156006E-001 9.406611443E+000 -7.670056224E-001
 -1.199067682E-001 -1.003156006E-001 9.456447601E+000 -7.475011349E-001
 -1.145853102E-001 -1.003156006E-001 9.504216194E+000 -7.269552946E-001
 -1.092638522E-001 -1.003156006E-001 9.552337646E+000 -7.054476738E-001
 -1.039423943E-001 -1.003156006E-001 9.599928856E+000 -6.842399240E-001
 -9.862093627E-002 -1.003156006E-001 9.639053345E+000 -6.606314182E-001
 -9.329947084E-002 -1.003156006E-001 9.678371429E+000 -6.361227632E-001
 -8.797801286E-002 -1.003156006E-001 9.717689514E+000 -6.116141081E-001
 -8.265655488E-002 -1.003156006E-001 9.756655693E+000 -5.869143009E-001
 -7.733509690E-002 -1.003156006E-001 9.788237572E+000 -5.611937642E-001
 -7.201363891E-002 -1.003156006E-001 9.819816589E+000 -5.355440974E-001
 -6.669218093E-002 -1.003156006E-001 9.851396561E+000 -5.098943710E-001
 -6.137072667E-002 -1.003156006E-001 9.883003235E+000 -4.835342765E-001
 -5.604926869E-002 -1.003156006E-001 9.909062386E+000 -4.572694004E-001
 -5.072781071E-002 -1.003156006E-001 9.933827400E+000 -4.310998023E-001
 -4.540634900E-002 -1.003156006E-001 9.958613396E+000 -4.051954746E-001
 -4.008489102E-002 -1.003156006E-001 9.983358383E+000 -3.787566423E-001
 -3.476343304E-002 -1.003156006E-001 1.000627995E+001 -3.526158929E-001
 -2.944197692E-002 -1.003156006E-001 1.002517796E+001 -3.271327913E-001
 -2.412051894E-002 -1.003156006E-001 1.004404736E+001 -3.015058339E-001
 -1.879905909E-002 -1.003156006E-001 1.006287670E+001 -2.756813467E-001
 -1.347760204E-002 -1.003156006E-001 1.008174896E+001 -2.500687838E-001
 -8.156144060E-003 -1.003156006E-001 1.009788227E+001 -2.252558470E-001
 -2.834685380E-003 -1.003156006E-001 1.011187363E+001 -2.010681033E-001
 2.486772602E-003 -1.003156006E-001 1.012574482E+001 -1.765212268E-001
 7.808230817E-003 -1.003156006E-001 1.013961411E+001 -1.519701034E-001
 1.312968880E-002 -1.003156006E-001 1.015358543E+001 -1.277195662E-001
