TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 4.006457329E+000 6.232110500E+000
 -2.955148816E-001 -1.003156006E-001 3.842036009E+000 6.140148163E+000
 -2.901934385E-001 -1.003156006E-001 3.695901871E+000 6.035385609E+000
 -2.848719656E-001 -1.003156006E-001 3.546133995E+000 5.925241947E+000
 -2.795505226E-001 -1.003156006E-001 3.393348217E+000 5.795120716E+000
 -2.742290497E-001 -1.003156006E-001 3.242623091E+000 5.643557549E+000
 -2.689076066E-001 -1.003156006E-001 3.084882498E+000 5.480778694E+000
 -2.635861337E-001 -1.003156006E-001 2.962838173E+000 5.315641403E+000
 -2.582646906E-001 -1.003156006E-001 2.852105379E+000 5.130061626E+000
 -2.529432178E-001 -1.003156006E-001 2.744518518E+000 4.931911469E+000
 -2.476217598E-001 -1.003156006E-001 2.637583256E+000 4.720298290E+000
 -2.423003018E-001 -1.003156006E-001 2.564304829E+000 4.508298874E+000
 -2.369788438E-001 -1.003156006E-001 2.514070511E+000 4.292397976E+000
 -2.316573858E-001 -1.003156006E-001 2.466132402E+000 4.062680244E+000
 -2.263359278E-001 -1.003156006E-001 2.433966875E+000 3.827718735E+000
 -2.210144699E-001 -1.003156006E-001 2.437942266E+000 3.610164881E+000
 -2.156930119E-001 -1.003156006E-001 2.445749044E+000 3.385547161E+000
 -2.103715539E-001 -1.003156006E-001 2.464730501E+000 3.152814627E+000
 -2.050500959E-001 -1.003156006E-001 2.514007807E+000 2.953447342E+000
 -1.997286379E-001 -1.003156006E-001 2.567341805E+000 2.749564886E+000
 -1.944071800E-001 -1.003156006E-001 2.631773472E+000 2.540684938E+000
 -1.890857220E-001 -1.003156006E-001 2.711055756E+000 2.366318464E+000
 -1.837642640E-001 -1.003156006E-001 2.802242517E+000 2.193660021E+000
 -1.784428060E-001 -1.003156006E-001 2.893797159E+000 2.019542694E+000
 -1.731213480E-001 -1.003156006E-001 2.998000145E+000 1.872652888E+000
 -1.677998900E-001 -1.003156006E-001 3.100084782E+000 1.733187199E+000
 -1.624784321E-001 -1.003156006E-001 3.209950924E+000 1.593348861E+000
 -1.571569741E-001 -1.003156006E-001 3.319201231E+000 1.474053144E+000
 -1.518355161E-001 -1.003156006E-001 3.432388067E+000 1.366801977E+000
 -1.465140581E-001 -1.003156006E-001 3.547243595E+000 1.259729266E+000
 -1.411926001E-001 -1.003156006E-001 3.661561251E+000 1.161038160E+000
 -1.358711421E-001 -1.003156006E-001 3.773024797E+000 1.080437183E+000
 -1.305496842E-001 -1.003156006E-001 3.884488106E+000 9.998362064E-001
 -1.252282262E-001 -1.003156006E-001 3.999461412E+000 9.203800559E-001
 -1.199067682E-001 -1.003156006E-001 4.107588291E+000 8.585510850E-001
 -1.145853102E-001 -1.003156006E-001 4.214066505E+000 8.012312055E-001
 -1.092638522E-001 -1.003156006E-001 4.322499752E+000 7.448768020E-001
 -1.039423943E-001 -1.003156006E-001 4.429675102E+000 6.890761852E-001
 -9.862093627E-002 -1.003156006E-001 4.527337551E+000 6.495875716E-001
 -9.329947084E-002 -1.003156006E-001 4.626705170E+000 6.112447977E-001
 -8.797801286E-002 -1.003156006E-001 4.726072311E+000 5.729020238E-001
 -8.265655488E-002 -1.003156006E-001 4.825022697E+000 5.354971886E-001
 -7.733509690E-002 -1.003156006E-001 4.914288998E+000 5.104726553E-001
 -7.201363891E-002 -1.003156006E-001 5.003499508E+000 4.853942394E-001
 -6.669218093E-002 -1.003156006E-001 5.092709541E+000 4.603158236E-001
 -6.137072667E-002 -1.003156006E-001 5.182985783E+000 4.362588525E-001
 -5.604926869E-002 -1.003156006E-001 5.264740467E+000 4.202838540E-001
 -5.072781071E-002 -1.003156006E-001 5.344498634E+000 4.059333503E-001
 -4.540634900E-002 -1.003156006E-001 5.423921585E+000 3.911838830E-001
 -4.008489102E-002 -1.003156006E-001 5.504069328E+000 3.772965670E-001
 -3.476343304E-002 -1.003156006E-001 5.581067562E+000 3.656593561E-001
 -2.944197692E-002 -1.003156006E-001 5.651417255E+000 3.587726653E-001
 -2.412051894E-002 -1.003156006E-001 5.721929550E+000 3.521268666E-001
 -1.879905909E-002 -1.003156006E-001 5.792660236E+000 3.458057046E-001
 -1.347760204E-002 -1.003156006E-001 5.863160610E+000 3.391425610E-001
 -8.156144060E-003 -1.003156006E-001 5.928712845E+000 3.353187740E-001
 -2.834685380E-003 -1.003156006E-001 5.990543365E+000 3.336305916E-001
 2.486772602E-003 -1.003156006E-001 6.052731991E+000 3.325980306E-001
 7.808230817E-003 -1.003156006E-001 6.114921570E+000 3.315679133E-001
 1.312968880E-002 -1.003156006E-001 6.176815033E+000 3.299946785E-001
 1.845114678E-002 -1.003156006E-001 6.234369278E+000 3.304483593E-001
