TITLE     = "fluent16.2.0  build-id: 10212"
VARIABLES = "xx"
"zz"
"uu"
"vv"
DATASETAUXDATA Common.DensityVar="25"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="11"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="28"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="15"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="27"
DATASETAUXDATA Common.VVar="7"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=200, J=200, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -3.008363545E-001 -1.003156006E-001 6.905459881E+000 2.587949753E+000
 -2.955148816E-001 -1.003156006E-001 6.822087765E+000 2.520822048E+000
 -2.901934385E-001 -1.003156006E-001 6.751379013E+000 2.448081017E+000
 -2.848719656E-001 -1.003156006E-001 6.679090977E+000 2.371648788E+000
 -2.795505226E-001 -1.003156006E-001 6.607410908E+000 2.282666922E+000
 -2.742290497E-001 -1.003156006E-001 6.539751053E+000 2.180850506E+000
 -2.689076066E-001 -1.003156006E-001 6.469337463E+000 2.071209192E+000
 -2.635861337E-001 -1.003156006E-001 6.421152115E+000 1.964625478E+000
 -2.582646906E-001 -1.003156006E-001 6.382836342E+000 1.847066164E+000
 -2.529432178E-001 -1.003156006E-001 6.348318100E+000 1.722276926E+000
 -2.476217598E-001 -1.003156006E-001 6.316258907E+000 1.589331031E+000
 -2.423003018E-001 -1.003156006E-001 6.304599285E+000 1.461354852E+000
 -2.369788438E-001 -1.003156006E-001 6.307446480E+000 1.334782958E+000
 -2.316573858E-001 -1.003156006E-001 6.313974857E+000 1.200228333E+000
 -2.263359278E-001 -1.003156006E-001 6.330864906E+000 1.065219760E+000
 -2.210144699E-001 -1.003156006E-001 6.366545677E+000 9.474807978E-001
 -2.156930119E-001 -1.003156006E-001 6.405725956E+000 8.262696266E-001
 -2.103715539E-001 -1.003156006E-001 6.452944756E+000 7.022918463E-001
 -2.050500959E-001 -1.003156006E-001 6.512042999E+000 6.032153368E-001
 -1.997286379E-001 -1.003156006E-001 6.574329376E+000 5.022096634E-001
 -1.944071800E-001 -1.003156006E-001 6.643983364E+000 4.002803564E-001
 -1.890857220E-001 -1.003156006E-001 6.715824127E+000 3.210690320E-001
 -1.837642640E-001 -1.003156006E-001 6.794218063E+000 2.450096160E-001
 -1.784428060E-001 -1.003156006E-001 6.873094082E+000 1.681704074E-001
 -1.731213480E-001 -1.003156006E-001 6.954492569E+000 1.095869765E-001
 -1.677998900E-001 -1.003156006E-001 7.033329964E+000 5.492212251E-002
 -1.624784321E-001 -1.003156006E-001 7.116764069E+000 1.533973613E-003
 -1.571569741E-001 -1.003156006E-001 7.195775986E+000 -4.012690112E-002
 -1.518355161E-001 -1.003156006E-001 7.274643898E+000 -7.406624407E-002
 -1.465140581E-001 -1.003156006E-001 7.354430676E+000 -1.075689569E-001
 -1.411926001E-001 -1.003156006E-001 7.432168961E+000 -1.363765150E-001
 -1.358711421E-001 -1.003156006E-001 7.504557133E+000 -1.554014087E-001
 -1.305496842E-001 -1.003156006E-001 7.576945782E+000 -1.744263023E-001
 -1.252282262E-001 -1.003156006E-001 7.651100636E+000 -1.920657456E-001
 -1.199067682E-001 -1.003156006E-001 7.717739105E+000 -2.012571990E-001
 -1.145853102E-001 -1.003156006E-001 7.782514095E+000 -2.082715482E-001
 -1.092638522E-001 -1.003156006E-001 7.848190784E+000 -2.143335491E-001
 -1.039423943E-001 -1.003156006E-001 7.913039684E+000 -2.203474790E-001
 -9.862093627E-002 -1.003156006E-001 7.969110966E+000 -2.192579806E-001
 -9.329947084E-002 -1.003156006E-001 8.025891304E+000 -2.171642780E-001
 -8.797801286E-002 -1.003156006E-001 8.082671165E+000 -2.150705606E-001
 -8.265655488E-002 -1.003156006E-001 8.139011383E+000 -2.125439942E-001
 -7.733509690E-002 -1.003156006E-001 8.187255859E+000 -2.052032799E-001
 -7.201363891E-002 -1.003156006E-001 8.235482216E+000 -1.979037970E-001
 -6.669218093E-002 -1.003156006E-001 8.283707619E+000 -1.906043291E-001
 -6.137072667E-002 -1.003156006E-001 8.332304001E+000 -1.825005710E-001
 -5.604926869E-002 -1.003156006E-001 8.374337196E+000 -1.717915982E-001
 -5.072781071E-002 -1.003156006E-001 8.414895058E+000 -1.606242061E-001
 -4.540634900E-002 -1.003156006E-001 8.455356598E+000 -1.497548819E-001
 -4.008489102E-002 -1.003156006E-001 8.496027946E+000 -1.382399797E-001
 -3.476343304E-002 -1.003156006E-001 8.534416199E+000 -1.262008250E-001
 -2.944197692E-002 -1.003156006E-001 8.567992210E+000 -1.130566001E-001
 -2.412051894E-002 -1.003156006E-001 8.601601601E+000 -9.973894060E-002
 -1.879905909E-002 -1.003156006E-001 8.635255814E+000 -8.618788421E-002
 -1.347760204E-002 -1.003156006E-001 8.668862343E+000 -7.288262993E-002
 -8.156144060E-003 -1.003156006E-001 8.699009895E+000 -5.921643227E-002
 -2.834685380E-003 -1.003156006E-001 8.726558685E+000 -4.527915269E-002
 2.486772602E-003 -1.003156006E-001 8.754137039E+000 -3.088908829E-002
 7.808230817E-003 -1.003156006E-001 8.781716347E+000 -1.649747416E-002
 1.312968880E-002 -1.003156006E-001 8.809269905E+000 -2.480742522E-003
